sleep_hours_mean,sleep_hours_median,sleep_hours_sd,sleep_hours_min,sleep_hours_max,sleep_efficiency_mean,sleep_efficiency_median
6.986219512195122,7.208333333333334,1.9772652930683865,0.9666666666666667,13.266666666666667,0.916466708010419,0.942638570899768
