steps_mean,steps_median,steps_sd,steps_min,steps_max,calories_mean,calories_median,calories_sd,calories_min,calories_max,very_active_mean,fairly_active_mean,lightly_active_mean,sedentary_mean
7637.9106382978725,7405.5,5087.15074175341,0,36019,2303.609574468085,2134,718.1668621342559,0,4900,21.164893617021278,13.564893617021276,192.8127659574468,991.2106382978724
